Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
anion transport (GO:0006820)	1/43	0.4549591644371485	0.5384659388833627	0	0	1.6792968083290665	1.3225261921600517	VDAC1
cellular glucose homeostasis (GO:0001678)	1/43	0.4549591644371485	0.5384659388833627	0	0	1.6792968083290665	1.3225261921600517	SOX4
development of primary male sexual characteristics (GO:0046546)	1/43	0.4549591644371485	0.5384659388833627	0	0	1.6792968083290665	1.3225261921600517	MAMLD1
DNA synthesis involved in DNA repair (GO:0000731)	1/43	0.4549591644371485	0.5384659388833627	0	0	1.6792968083290665	1.3225261921600517	RPA1
substantia nigra development (GO:0021762)	1/43	0.4549591644371485	0.5384659388833627	0	0	1.6792968083290665	1.3225261921600517	CALM1
male gonad development (GO:0008584)	1/43	0.4549591644371485	0.5384659388833627	0	0	1.6792968083290665	1.3225261921600517	MAMLD1
tRNA aminoacylation for protein translation (GO:0006418)	1/43	0.4549591644371485	0.5384659388833627	0	0	1.6792968083290665	1.3225261921600517	FARSA
negative regulation of proteolysis (GO:0045861)	1/43	0.4549591644371485	0.5384659388833627	0	0	1.6792968083290665	1.3225261921600517	TIMP3
negative regulation of type I interferon production (GO:0032480)	1/43	0.4549591644371485	0.5384659388833627	0	0	1.6792968083290665	1.3225261921600517	TNFAIP3
positive regulation of axonogenesis (GO:0050772)	1/43	0.4549591644371485	0.5384659388833627	0	0	1.6792968083290665	1.3225261921600517	PLXND1
positive regulation of neuron differentiation (GO:0045666)	1/43	0.4549591644371485	0.5384659388833627	0	0	1.6792968083290665	1.3225261921600517	TCF4
positive regulation of peptide hormone secretion (GO:0090277)	1/43	0.4549591644371485	0.5384659388833627	0	0	1.6792968083290665	1.3225261921600517	SOX4
positive regulation of T cell differentiation (GO:0045582)	1/43	0.4549591644371485	0.5384659388833627	0	0	1.6792968083290665	1.3225261921600517	SOX4
regulation of interleukin-6 production (GO:0032675)	2/110	0.45721014542112537	0.5405251299975853	0	0	1.306421529443112	1.0224213710731305	TNFAIP3;BCL10
response to tumor necrosis factor (GO:0034612)	2/110	0.45721014542112537	0.5405251299975853	0	0	1.306421529443112	1.0224213710731305	CASP3;NPNT
Fc-epsilon receptor signaling pathway (GO:0038095)	2/111	0.46186199087241103	0.5426578095733919	0	0	1.2943700085802918	0.9998867923498665	BCL10;CALM1
branching morphogenesis of an epithelial tube (GO:0048754)	1/44	0.4626061610689483	0.5426578095733919	0	0	1.6401600400100025	1.2643652774303	NPNT
cation transmembrane transport (GO:0098655)	1/44	0.4626061610689483	0.5426578095733919	0	0	1.6401600400100025	1.2643652774303	SLC7A5
regulation of endothelial cell apoptotic process (GO:2000351)	1/44	0.4626061610689483	0.5426578095733919	0	0	1.6401600400100025	1.2643652774303	TNFAIP3
homotypic cell-cell adhesion (GO:0034109)	1/44	0.4626061610689483	0.5426578095733919	0	0	1.6401600400100025	1.2643652774303	VCL
intracellular steroid hormone receptor signaling pathway (GO:0030518)	1/44	0.4626061610689483	0.5426578095733919	0	0	1.6401600400100025	1.2643652774303	DDX17
lymphocyte chemotaxis (GO:0048247)	1/44	0.4626061610689483	0.5426578095733919	0	0	1.6401600400100025	1.2643652774303	PIK3CD
metal ion homeostasis (GO:0055065)	1/44	0.4626061610689483	0.5426578095733919	0	0	1.6401600400100025	1.2643652774303	CAV1
mitotic spindle assembly (GO:0090307)	1/44	0.4626061610689483	0.5426578095733919	0	0	1.6401600400100025	1.2643652774303	RACGAP1
negative regulation of epidermal growth factor receptor signaling pathway (GO:0042059)	1/44	0.4626061610689483	0.5426578095733919	0	0	1.6401600400100025	1.2643652774303	SPRY2
neurogenesis (GO:0022008)	1/44	0.4626061610689483	0.5426578095733919	0	0	1.6401600400100025	1.2643652774303	CDK6
positive regulation of biosynthetic process (GO:0009891)	1/44	0.4626061610689483	0.5426578095733919	0	0	1.6401600400100025	1.2643652774303	CREB1
positive regulation of stress fiber assembly (GO:0051496)	1/44	0.4626061610689483	0.5426578095733919	0	0	1.6401600400100025	1.2643652774303	S100A10
protein K63-linked ubiquitination (GO:0070534)	1/44	0.4626061610689483	0.5426578095733919	0	0	1.6401600400100025	1.2643652774303	PRPF19
protein-containing complex subunit organization (GO:0043933)	2/112	0.46649051318410106	0.5466079974428663	0	0	1.2825376062786136	0.9779574911079922	CREBBP;SKAP2
Fc receptor signaling pathway (GO:0038093)	2/112	0.46649051318410106	0.5466079974428663	0	0	1.2825376062786136	0.9779574911079922	BCL10;CALM1
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	5/321	0.4681588285557172	0.5482590932421605	0	0	1.1164556962025316	0.8473314419048011	RMND5A;MTA1;KLHL22;ANAPC5;UBQLN2
positive regulation of metabolic process (GO:0009893)	2/113	0.47109545222229415	0.5513928508301894	0	0	1.2709184004148033	0.9566133494862784	CAV1;ADIPOR1
positive regulation of cellular component organization (GO:0051130)	2/114	0.47567655961639915	0.5562134510046851	0	0	1.2595066803699897	0.935835066973213	DCTN1;FNIP1
alpha-amino acid metabolic process (GO:1901605)	1/46	0.4775809111226989	0.5562134510046851	0	0	1.56710473914775	1.158124386523984	DDAH1
regulation of DNA metabolic process (GO:0051052)	1/46	0.4775809111226989	0.5562134510046851	0	0	1.56710473914775	1.158124386523984	SMG1
regulation of fibroblast proliferation (GO:0048145)	1/46	0.4775809111226989	0.5562134510046851	0	0	1.56710473914775	1.158124386523984	CDK6
vesicle organization (GO:0016050)	1/46	0.4775809111226989	0.5562134510046851	0	0	1.56710473914775	1.158124386523984	CAV1
negative regulation of tumor necrosis factor production (GO:0032720)	1/46	0.4775809111226989	0.5562134510046851	0	0	1.56710473914775	1.158124386523984	TNFAIP3
positive regulation of nucleocytoplasmic transport (GO:0046824)	1/46	0.4775809111226989	0.5562134510046851	0	0	1.56710473914775	1.158124386523984	IPO5
positive regulation of smooth muscle cell proliferation (GO:0048661)	1/46	0.4775809111226989	0.5562134510046851	0	0	1.56710473914775	1.158124386523984	FOXP1
postreplication repair (GO:0006301)	1/46	0.4775809111226989	0.5562134510046851	0	0	1.56710473914775	1.158124386523984	RPA1
cellular response to lectin (GO:1990858)	2/115	0.48023359861065334	0.5583804623757734	0	0	1.248296937671102	0.9156041204774892	CREBBP;BCL10
cellular response to molecule of bacterial origin (GO:0071219)	2/115	0.48023359861065334	0.5583804623757734	0	0	1.248296937671102	0.9156041204774892	TNFAIP3;BCL10
stimulatory C-type lectin receptor signaling pathway (GO:0002223)	2/115	0.48023359861065334	0.5583804623757734	0	0	1.248296937671102	0.9156041204774892	CREBBP;BCL10
cytosolic transport (GO:0016482)	2/116	0.48476634359258475	0.5616583143506205	0	0	1.2372838571248264	0.8959027275049183	DCTN1;ARL1
ion transport (GO:0006811)	2/116	0.48476634359258475	0.5616583143506205	0	0	1.2372838571248264	0.8959027275049183	SLC20A1;VDAC1
regulation of protein localization to nucleus (GO:1900180)	1/47	0.4849116226970369	0.5616583143506205	0	0	1.532959326788219	1.1095385246846534	ORMDL3
telomere organization (GO:0032200)	1/47	0.4849116226970369	0.5616583143506205	0	0	1.532959326788219	1.1095385246846534	RPA1
polyol metabolic process (GO:0019751)	1/47	0.4849116226970369	0.5616583143506205	0	0	1.532959326788219	1.1095385246846534	CALM1
positive regulation of neuron death (GO:1901216)	1/47	0.4849116226970369	0.5616583143506205	0	0	1.532959326788219	1.1095385246846534	DDIT4
positive regulation of pathway-restricted SMAD protein phosphorylation (GO:0010862)	1/47	0.4849116226970369	0.5616583143506205	0	0	1.532959326788219	1.1095385246846534	ACVRL1
positive regulation of cell projection organization (GO:0031346)	2/117	0.48927457993116685	0.5664016073094789	0	0	1.2264623084141382	0.8767138106033139	PLXND1;FZD4
base-excision repair (GO:0006284)	1/48	0.49213982990093424	0.5678536498856933	0	0	1.500266910699306	1.0636778312861044	RPA1
cognition (GO:0050890)	1/48	0.49213982990093424	0.5678536498856933	0	0	1.500266910699306	1.0636778312861044	SETD5
Golgi to plasma membrane transport (GO:0006893)	1/48	0.49213982990093424	0.5678536498856933	0	0	1.500266910699306	1.0636778312861044	SPTBN1
inositol phosphate metabolic process (GO:0043647)	1/48	0.49213982990093424	0.5678536498856933	0	0	1.500266910699306	1.0636778312861044	CALM1
substrate adhesion-dependent cell spreading (GO:0034446)	1/48	0.49213982990093424	0.5678536498856933	0	0	1.500266910699306	1.0636778312861044	PARVA
negative regulation of tumor necrosis factor superfamily cytokine production (GO:1903556)	1/48	0.49213982990093424	0.5678536498856933	0	0	1.500266910699306	1.0636778312861044	TNFAIP3
negative regulation of response to external stimulus (GO:0032102)	2/118	0.49375810373978546	0.5694102450434276	0	0	1.2158273381294964	0.8580209639899837	TNFAIP3;RORA
innate immune response activating cell surface receptor signaling pathway (GO:0002220)	2/119	0.4982167215158295	0.5738856643295237	0	0	1.2053741622086946	0.8398084223274471	CREBBP;BCL10
receptor internalization (GO:0031623)	1/49	0.4992669609297039	0.5738856643295237	0	0	1.468936678614098	1.0203444733568514	CAV1
regulation of interferon-beta production (GO:0032648)	1/49	0.4992669609297039	0.5738856643295237	0	0	1.468936678614098	1.0203444733568514	POLR3A
response to glucose (GO:0009749)	1/49	0.4992669609297039	0.5738856643295237	0	0	1.468936678614098	1.0203444733568514	SOX4
negative regulation of catabolic process (GO:0009895)	1/49	0.4992669609297039	0.5738856643295237	0	0	1.468936678614098	1.0203444733568514	SF3B3
negative regulation of cell projection organization (GO:0031345)	1/49	0.4992669609297039	0.5738856643295237	0	0	1.468936678614098	1.0203444733568514	SPRY2
negative regulation of Wnt signaling pathway (GO:0030178)	3/191	0.5019425828342482	0.5766477798448859	0	0	1.1252016283892772	0.7755672117958238	FZD4;CAV1;TMEM64
cellular response to lipopolysaccharide (GO:0071222)	2/120	0.5026502501128701	0.5771472741523997	0	0	1.1950981587611267	0.8220610304100947	TNFAIP3;BCL10
positive regulation of cell morphogenesis involved in differentiation (GO:0010770)	1/50	0.5062944242282998	0.581016118959769	0	0	1.4388852315119596	0.9793584019206893	S100A10
protein homooligomerization (GO:0051260)	2/121	0.5070585161577759	0.5815774195627419	0	0	1.1849948612538541	0.8047642158250579	BCL10;SOD2
epithelium development (GO:0060429)	2/122	0.5114413561827675	0.5854735341539681	0	0	1.1750599520383693	0.7879039614098009	VDAC1;VCL
regulation of protein phosphorylation (GO:0001932)	4/266	0.5128989572886751	0.5854735341539681	0	0	1.0763358778625953	0.7186440830236219	PPP2R5D;RSPO1;FNIP1;CORO1C
regulation of axonogenesis (GO:0050770)	1/51	0.5132236086626274	0.5854735341539681	0	0	1.4100358422939068	0.9405554470470764	PLXND1
blood circulation (GO:0008015)	1/51	0.5132236086626274	0.5854735341539681	0	0	1.4100358422939068	0.9405554470470764	ACVRL1
regulation of interleukin-12 production (GO:0032655)	1/51	0.5132236086626274	0.5854735341539681	0	0	1.4100358422939068	0.9405554470470764	FOXP1
DNA duplex unwinding (GO:0032508)	1/51	0.5132236086626274	0.5854735341539681	0	0	1.4100358422939068	0.9405554470470764	RPA1
gonad development (GO:0008406)	1/51	0.5132236086626274	0.5854735341539681	0	0	1.4100358422939068	0.9405554470470764	MAMLD1
mitotic metaphase plate congression (GO:0007080)	1/51	0.5132236086626274	0.5854735341539681	0	0	1.4100358422939068	0.9405554470470764	CDCA8
negative regulation of transport (GO:0051051)	1/51	0.5132236086626274	0.5854735341539681	0	0	1.4100358422939068	0.9405554470470764	CTTNBP2NL
positive regulation of actin filament bundle assembly (GO:0032233)	1/51	0.5132236086626274	0.5854735341539681	0	0	1.4100358422939068	0.9405554470470764	S100A10
ameboidal-type cell migration (GO:0001667)	1/52	0.5200558837388397	0.589536585710512	0	0	1.3823178016726403	0.9037856489265411	CORO1C
endocytic recycling (GO:0032456)	1/52	0.5200558837388397	0.589536585710512	0	0	1.3823178016726403	0.9037856489265411	CMTM6
regulation of release of sequestered calcium ion into cytosol (GO:0051279)	1/52	0.5200558837388397	0.589536585710512	0	0	1.3823178016726403	0.9037856489265411	CALM1
signal transduction in response to DNA damage (GO:0042770)	1/52	0.5200558837388397	0.589536585710512	0	0	1.3823178016726403	0.9037856489265411	PRPF19
negative regulation of cellular biosynthetic process (GO:0031327)	1/52	0.5200558837388397	0.589536585710512	0	0	1.3823178016726403	0.9037856489265411	CAV1
negative regulation of protein metabolic process (GO:0051248)	1/52	0.5200558837388397	0.589536585710512	0	0	1.3823178016726403	0.9037856489265411	SF3B3
positive regulation of protein localization to cell periphery (GO:1904377)	1/52	0.5200558837388397	0.589536585710512	0	0	1.3823178016726403	0.9037856489265411	SPTBN1
positive regulation of protein localization to plasma membrane (GO:1903078)	1/52	0.5200558837388397	0.589536585710512	0	0	1.3823178016726403	0.9037856489265411	SPTBN1
protein homotetramerization (GO:0051289)	1/52	0.5200558837388397	0.589536585710512	0	0	1.3823178016726403	0.9037856489265411	SOD2
defense response to symbiont (GO:0140546)	2/124	0.5201301507970758	0.589536585710512	0	0	1.1556787356999647	0.7554396944617734	DDIT4;BCL2
fatty acid metabolic process (GO:0006631)	2/124	0.5201301507970758	0.589536585710512	0	0	1.1556787356999647	0.7554396944617734	ADIPOR1;LPIN2
regulation of tumor necrosis factor production (GO:0032680)	2/124	0.5201301507970758	0.589536585710512	0	0	1.1556787356999647	0.7554396944617734	TNFAIP3;FOXP1
protein targeting (GO:0006605)	2/125	0.524435824859783	0.5940984304115913	0	0	1.1462244838275721	0.7398102057905619	LAMP2;HOMER3
cardiac muscle tissue development (GO:0048738)	1/53	0.5267926000410875	0.5958108818646525	0	0	1.3556658395368073	0.8689117914216624	SHOX2
negative regulation of cysteine-type endopeptidase activity (GO:2000117)	1/53	0.5267926000410875	0.5958108818646525	0	0	1.3556658395368073	0.8689117914216624	FNIP1
positive regulation of B cell activation (GO:0050871)	1/53	0.5267926000410875	0.5958108818646525	0	0	1.3556658395368073	0.8689117914216624	BCL2
endomembrane system organization (GO:0010256)	3/199	0.5294585519216515	0.5985060594945446	0	0	1.078832977234215	0.6860303161172645	ARL1;TMCC1;SPTBN1
cellular protein metabolic process (GO:0044267)	6/417	0.5303747593151084	0.5992214828800503	0	0	1.028770845543183	0.652417077500273	TNIP1;RPL34;SDC2;FSTL1;RPS12;EIF4G1
positive regulation of multicellular organismal process (GO:0051240)	5/345	0.5315430050418497	0.5999004565973917	0	0	1.0363636363636364	0.6549519417695339	NCOA3;CAV1;ZNF703;PIK3CD;ADIPOR1
post-translational protein modification (GO:0043687)	5/345	0.5315430050418497	0.5999004565973917	0	0	1.0363636363636364	0.6549519417695339	SDC2;STT3A;KLHL22;FBXO32;FSTL1
regulation of megakaryocyte differentiation (GO:0045652)	1/54	0.5334350893798123	0.6013940373338503	0	0	1.3300196118211942	0.835808111514173	TNRC6B
regulation of proteolysis (GO:0030162)	1/54	0.5334350893798123	0.6013940373338503	0	0	1.3300196118211942	0.835808111514173	CAV1
ncRNA processing (GO:0034470)	3/201	0.5362050999596096	0.6038761689046673	0	0	1.0678262772125588	0.6655104920386063	RPL34;INTS3;UTP14A
positive regulation of MAPK cascade (GO:0043410)	4/274	0.5362077755096762	0.6038761689046673	0	0	1.0440150295222759	0.6506651953454713	DHX33;TAOK1;SPRY2;NPNT
pyruvate metabolic process (GO:0006090)	1/55	0.5399846650681138	0.6055501413674765	0	0	1.3053232443913447	0.804359159786248	VDAC1
regulation of cardiac conduction (GO:1903779)	1/55	0.5399846650681138	0.6055501413674765	0	0	1.3053232443913447	0.804359159786248	ATP1A1
ceramide metabolic process (GO:0006672)	1/55	0.5399846650681138	0.6055501413674765	0	0	1.3053232443913447	0.804359159786248	ORMDL3
glycoprotein metabolic process (GO:0009100)	1/55	0.5399846650681138	0.6055501413674765	0	0	1.3053232443913447	0.804359159786248	TNIP1
interstrand cross-link repair (GO:0036297)	1/55	0.5399846650681138	0.6055501413674765	0	0	1.3053232443913447	0.804359159786248	RPA1
negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154)	1/55	0.5399846650681138	0.6055501413674765	0	0	1.3053232443913447	0.804359159786248	FNIP1
negative regulation of cytokine-mediated signaling pathway (GO:0001960)	1/55	0.5399846650681138	0.6055501413674765	0	0	1.3053232443913447	0.804359159786248	SH2B3
positive regulation of response to DNA damage stimulus (GO:2001022)	1/55	0.5399846650681138	0.6055501413674765	0	0	1.3053232443913447	0.804359159786248	BCLAF1
cellular response to insulin stimulus (GO:0032869)	2/129	0.5413975001314876	0.6064913732934831	0	0	1.1098963349005835	0.6810340772802037	PIK3C2A;LPIN2
positive regulation of macromolecule biosynthetic process (GO:0010557)	2/129	0.5413975001314876	0.6064913732934831	0	0	1.1098963349005835	0.6810340772802037	DYRK2;SOX4
protein modification by small protein removal (GO:0070646)	4/276	0.541948169734434	0.6067868602373362	0	0	1.036231884057971	0.6347800153429384	USP15;TNIP1;USP9X;TNFAIP3
axon guidance (GO:0007411)	3/203	0.5428966979238338	0.6075272572004806	0	0	1.0570397111913357	0.6456781419766686	PLXND1;PIK3CD;SPTBN1
regulation of primary metabolic process (GO:0080090)	2/130	0.5455721333973927	0.6089178851052521	0	0	1.1011690647482015	0.6672206338027586	CREBBP;ADIPOR1
G2/M transition of mitotic cell cycle (GO:0000086)	2/130	0.5455721333973927	0.6089178851052521	0	0	1.1011690647482015	0.6672206338027586	WEE1;DCTN1
protein glycosylation (GO:0006486)	2/130	0.5455721333973927	0.6089178851052521	0	0	1.1011690647482015	0.6672206338027586	ALG9;STT3A
autophagosome organization (GO:1905037)	1/56	0.5464426221890158	0.6089178851052521	0	0	1.281524926686217	0.7744587922169601	UBQLN2
chemokine-mediated signaling pathway (GO:0070098)	1/56	0.5464426221890158	0.6089178851052521	0	0	1.281524926686217	0.7744587922169601	SH2B3
DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)	1/56	0.5464426221890158	0.6089178851052521	0	0	1.281524926686217	0.7744587922169601	SOX4
sensory organ development (GO:0007423)	1/56	0.5464426221890158	0.6089178851052521	0	0	1.281524926686217	0.7744587922169601	ECE1
telomere maintenance (GO:0000723)	1/56	0.5464426221890158	0.6089178851052521	0	0	1.281524926686217	0.7744587922169601	RPA1
plasma membrane bounded cell projection assembly (GO:0120031)	4/278	0.5476523675677559	0.6099445799925244	0	0	1.0285623611551888	0.6193123725747623	PARVA;VCL;MAP4K4;TMEM231
cell cycle G2/M phase transition (GO:0044839)	2/131	0.549720268343499	0.6119254566034212	0	0	1.0925771011098098	0.6537388465862582	WEE1;DCTN1
arachidonic acid metabolic process (GO:0019369)	1/57	0.5528102376754813	0.6124639354026417	0	0	1.2585765488991296	0.746009276554875	CYP1B1
cellular response to peptide (GO:1901653)	1/57	0.5528102376754813	0.6124639354026417	0	0	1.2585765488991296	0.746009276554875	CAV1
regulation of mitotic nuclear division (GO:0007088)	1/57	0.5528102376754813	0.6124639354026417	0	0	1.2585765488991296	0.746009276554875	MKI67
regulation of reactive oxygen species metabolic process (GO:2000377)	1/57	0.5528102376754813	0.6124639354026417	0	0	1.2585765488991296	0.746009276554875	CYP1B1
icosanoid metabolic process (GO:0006690)	1/57	0.5528102376754813	0.6124639354026417	0	0	1.2585765488991296	0.746009276554875	CYP1B1
monocarboxylic acid transport (GO:0015718)	1/57	0.5528102376754813	0.6124639354026417	0	0	1.2585765488991296	0.746009276554875	STARD5
positive regulation of interferon-gamma production (GO:0032729)	1/57	0.5528102376754813	0.6124639354026417	0	0	1.2585765488991296	0.746009276554875	SLC7A5
positive regulation of proteolysis (GO:0045862)	1/57	0.5528102376754813	0.6124639354026417	0	0	1.2585765488991296	0.746009276554875	TNIP1
protein K48-linked ubiquitination (GO:0070936)	1/57	0.5528102376754813	0.6124639354026417	0	0	1.2585765488991296	0.746009276554875	TNFAIP3
regulation of protein kinase B signaling (GO:0051896)	3/207	0.5561115556933866	0.6149104267557244	0	0	1.036101083032491	0.6079699884102642	PIK3CD;SPRY2;SH2B3
regulation of cell adhesion (GO:0030155)	2/133	0.5579367360360578	0.6149104267557244	0	0	1.0757866988851668	0.6277319731858884	ACVRL1;PLXND1
regulation of cell motility (GO:2000145)	2/133	0.5579367360360578	0.6149104267557244	0	0	1.0757866988851668	0.6277319731858884	CDK6;PLXND1
defense response to virus (GO:0051607)	2/133	0.5579367360360578	0.6149104267557244	0	0	1.0757866988851668	0.6277319731858884	DDIT4;BCL2
RNA metabolic process (GO:0016070)	2/133	0.5579367360360578	0.6149104267557244	0	0	1.0757866988851668	0.6277319731858884	DDX17;PCBP1
receptor metabolic process (GO:0043112)	1/58	0.5590887709935026	0.6149104267557244	0	0	1.2364333773501854	0.7189204967867109	CAV1
autophagosome assembly (GO:0000045)	1/58	0.5590887709935026	0.6149104267557244	0	0	1.2364333773501854	0.7189204967867109	UBQLN2
regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393)	1/58	0.5590887709935026	0.6149104267557244	0	0	1.2364333773501854	0.7189204967867109	ACVRL1
eye development (GO:0001654)	1/58	0.5590887709935026	0.6149104267557244	0	0	1.2364333773501854	0.7189204967867109	EFEMP1
fat cell differentiation (GO:0045444)	1/58	0.5590887709935026	0.6149104267557244	0	0	1.2364333773501854	0.7189204967867109	CTBP1
membrane lipid biosynthetic process (GO:0046467)	1/58	0.5590887709935026	0.6149104267557244	0	0	1.2364333773501854	0.7189204967867109	ELOVL5
muscle organ development (GO:0007517)	1/58	0.5590887709935026	0.6149104267557244	0	0	1.2364333773501854	0.7189204967867109	CHD2
negative regulation of hydrolase activity (GO:0051346)	1/58	0.5590887709935026	0.6149104267557244	0	0	1.2364333773501854	0.7189204967867109	SH3BP4
positive regulation of protein binding (GO:0032092)	1/58	0.5590887709935026	0.6149104267557244	0	0	1.2364333773501854	0.7189204967867109	CAV1
fatty acid oxidation (GO:0019395)	1/59	0.5652794640211455	0.6201068809153126	0	0	1.2150537634408602	0.6931092464481889	ADIPOR1
response to reactive oxygen species (GO:0000302)	1/59	0.5652794640211455	0.6201068809153126	0	0	1.2150537634408602	0.6931092464481889	SOD2
selective autophagy (GO:0061912)	1/59	0.5652794640211455	0.6201068809153126	0	0	1.2150537634408602	0.6931092464481889	NBR1
mitotic DNA damage checkpoint signaling (GO:0044773)	1/59	0.5652794640211455	0.6201068809153126	0	0	1.2150537634408602	0.6931092464481889	TAOK1
positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)	1/59	0.5652794640211455	0.6201068809153126	0	0	1.2150537634408602	0.6931092464481889	IL6ST
cellular calcium ion homeostasis (GO:0006874)	2/136	0.5700609690993275	0.6247041189870868	0	0	1.0515408568667455	0.5909785385572285	CAV1;BCL2
organic substance transport (GO:0071702)	2/136	0.5700609690993275	0.6247041189870868	0	0	1.0515408568667455	0.5909785385572285	CMTM6;TXNIP
apical junction assembly (GO:0043297)	1/60	0.5713835411747937	0.6248584227428586	0	0	1.1943988822064273	0.6684985974322447	VCL
cellular response to chemokine (GO:1990869)	1/60	0.5713835411747937	0.6248584227428586	0	0	1.1943988822064273	0.6684985974322447	SH2B3
response to organic cyclic compound (GO:0014070)	1/60	0.5713835411747937	0.6248584227428586	0	0	1.1943988822064273	0.6684985974322447	CYP1B1
RNA methylation (GO:0001510)	1/60	0.5713835411747937	0.6248584227428586	0	0	1.1943988822064273	0.6684985974322447	MEPCE
pattern recognition receptor signaling pathway (GO:0002221)	1/61	0.5774022101659082	0.6307880550107933	0	0	1.1744324970131421	0.645017334340731	BCL10
positive regulation of interleukin-8 production (GO:0032757)	1/61	0.5774022101659082	0.6307880550107933	0	0	1.1744324970131421	0.645017334340731	BCL10
regulation of cellular component organization (GO:0051128)	2/139	0.5819434694629593	0.6349753163879405	0	0	1.0283568765425615	0.556733869089276	SETD5;MKI67
regulation of neurogenesis (GO:0050767)	1/62	0.583336661816439	0.6349753163879405	0	0	1.1551207473999647	0.6225994497055809	SNW1
double-strand break repair via nonhomologous end joining (GO:0006303)	1/62	0.583336661816439	0.6349753163879405	0	0	1.1551207473999647	0.6225994497055809	PRPF19
glucose metabolic process (GO:0006006)	1/62	0.583336661816439	0.6349753163879405	0	0	1.1551207473999647	0.6225994497055809	HECTD4
I-kappaB kinase/NF-kappaB signaling (GO:0007249)	1/62	0.583336661816439	0.6349753163879405	0	0	1.1551207473999647	0.6225994497055809	BCL10
stress-activated MAPK cascade (GO:0051403)	1/62	0.583336661816439	0.6349753163879405	0	0	1.1551207473999647	0.6225994497055809	SH2D3C
positive regulation of cysteine-type endopeptidase activity (GO:2001056)	1/62	0.583336661816439	0.6349753163879405	0	0	1.1551207473999647	0.6225994497055809	BCL10
actin cytoskeleton reorganization (GO:0031532)	1/63	0.5891880703362239	0.640027102599442	0	0	1.1364319574517285	0.6011836900525653	PARVA
negative regulation of endopeptidase activity (GO:0010951)	1/63	0.5891880703362239	0.640027102599442	0	0	1.1364319574517285	0.6011836900525653	TIMP3
negative regulation of peptidase activity (GO:0010466)	1/63	0.5891880703362239	0.640027102599442	0	0	1.1364319574517285	0.6011836900525653	TIMP3
positive regulation of Ras protein signal transduction (GO:0046579)	1/63	0.5891880703362239	0.640027102599442	0	0	1.1364319574517285	0.6011836900525653	MAP4K4
regulation of cellular ketone metabolic process (GO:0010565)	1/64	0.5949575937065548	0.6449694057864497	0	0	1.1183364624224839	0.5807131476199469	CAV1
regulation of innate immune response (GO:0045088)	1/64	0.5949575937065548	0.6449694057864497	0	0	1.1183364624224839	0.5807131476199469	TNFAIP3
lipid homeostasis (GO:0055088)	1/64	0.5949575937065548	0.6449694057864497	0	0	1.1183364624224839	0.5807131476199469	ORMDL3
plasma membrane organization (GO:0007009)	1/64	0.5949575937065548	0.6449694057864497	0	0	1.1183364624224839	0.5807131476199469	SPTBN1
protein-DNA complex assembly (GO:0065004)	2/143	0.5974093926045979	0.646964088765348	0	0	0.9989795397724374	0.5146269580606991	RPA1;TCF4
receptor-mediated endocytosis (GO:0006898)	2/143	0.5974093926045979	0.646964088765348	0	0	0.9989795397724374	0.5146269580606991	CAV1;HSPG2
inorganic anion transmembrane transport (GO:0098661)	1/65	0.6006463737361016	0.649140051329512	0	0	1.1008064516129032	0.5611348933063101	SLC20A1
tRNA modification (GO:0006400)	1/65	0.6006463737361016	0.649140051329512	0	0	1.1008064516129032	0.5611348933063101	PUS7
mitotic G1 DNA damage checkpoint signaling (GO:0031571)	1/65	0.6006463737361016	0.649140051329512	0	0	1.1008064516129032	0.5611348933063101	SOX4
protein autoubiquitination (GO:0051865)	1/65	0.6006463737361016	0.649140051329512	0	0	1.1008064516129032	0.5611348933063101	RNF13
cellular component disassembly (GO:0022411)	1/66	0.6062555364189811	0.6531994190148471	0	0	1.0838158257513095	0.5423996450305215	ADAMTS5
embryonic organ development (GO:0048568)	1/66	0.6062555364189811	0.6531994190148471	0	0	1.0838158257513095	0.5423996450305215	SH2B3
regulation of protein localization (GO:0032880)	1/66	0.6062555364189811	0.6531994190148471	0	0	1.0838158257513095	0.5423996450305215	TMEM231
extracellular matrix disassembly (GO:0022617)	1/66	0.6062555364189811	0.6531994190148471	0	0	1.0838158257513095	0.5423996450305215	ADAMTS5
negative regulation of G2/M transition of mitotic cell cycle (GO:0010972)	1/66	0.6062555364189811	0.6531994190148471	0	0	1.0838158257513095	0.5423996450305215	INTS3
positive regulation of T cell proliferation (GO:0042102)	1/66	0.6062555364189811	0.6531994190148471	0	0	1.0838158257513095	0.5423996450305215	IL6ST
regulation of epidermal growth factor receptor signaling pathway (GO:0042058)	1/67	0.6117861921286865	0.6584874281690442	0	0	1.0673400673400673	0.5244614684116321	SPRY2
positive regulation of catabolic process (GO:0009896)	1/67	0.6117861921286865	0.6584874281690442	0	0	1.0673400673400673	0.5244614684116321	TNFAIP3
